,Site,N,EC average,EC std,v3L1 average,v3L1 std,r2,nse,bias,rmse,pbias
27,US-EDN,62,2.8368276103733323,1.485378750876671,0.9354838709677421,0.5408241355905162,0.8344648776117947,-15.087847945298979,-1.9013437394055899,2.1516623172911715,-67.02359115700263
28,US-EML,84,0.8245996584268647,0.6890199020155757,0.5130952380952382,0.8634171061857413,0.6752585854279398,0.5429645571153017,-0.3115044203316265,0.5802230695151527,-37.776443047029765
29,US-GLE,100,1.5544562571312803,0.6804630805533805,1.183,1.3310628395490134,0.6466038880469533,0.48214879900406094,-0.3714562571312801,0.9530565056228765,-23.896218078004694
30,US-HB1,36,2.375495574171428,1.2854538489801444,2.136111111111111,1.1489505218186298,0.9175416319842269,0.8469951772186585,-0.23938446306031735,0.4431356177926879,-10.077243067220387
31,US-HB2,36,2.0677281868497217,0.8485035667985554,2.6833333333333336,1.4279855941650312,0.9009873337611719,0.5837996328228023,0.6156051464836118,0.9083596357879377,29.77205371570208
32,US-HB3,108,1.6272180079104517,0.9180937118635142,2.359259259259259,1.2880498217737575,0.7815781217439165,0.4262163856267973,0.7320412513488079,0.9711509601938658,44.98728798416133
33,US-Hn2,36,0.775875842716141,0.6423806687322356,1.0222222222222221,0.9121751433049972,0.6397511765673822,0.5555901168043633,0.24634637950608132,0.5995878995928776,31.75074747058579
34,US-Hn3,36,0.46443507739369205,0.2982681579654461,0.9861111111111112,0.8747743473205869,0.19526433790529277,-0.18072117241074936,0.5216760337174191,0.9372436057737752,112.32485639218957
35,US-Ho2,108,1.1328600567543747,1.1291900101990908,1.4592592592592593,1.5743289350411678,0.8670816918612194,0.7779339207295759,0.3263992025048845,0.7384423591180928,28.81196142090249
36,US-HWB,24,1.5934243834419295,0.9693365265278875,1.9041666666666668,1.7789784969902316,0.81889415037585,0.6574247469221788,0.3107422832247373,1.019311653597781,19.50153935472658
37,US-ICh,144,0.2878650524628019,0.4456530613410622,0.19722222222222224,0.4139092911748917,0.6988291937890979,0.5925841706103385,-0.0906428302405797,0.2632757734533188,-31.48795918959027
38,US-ICs,108,0.32267109940874117,0.48296159105239866,0.1824074074074074,0.38349809091964204,0.591804611063156,0.21661399787228242,-0.14026369200133365,0.3378555993741669,-43.469555302086626
39,US-ICt,144,0.29980011321020594,0.4290415263594353,0.20347222222222222,0.42679701443507256,0.67773483335727,0.593309792867831,-0.09632789098798368,0.27123142328100375,-32.13070534114276
40,US-Jo1,108,0.6837829498884354,0.4918267919204128,0.3953703703703705,0.26382671290258514,0.1787066346912727,-3.105352016171828,-0.288412579518065,0.5320763781048337,-42.178966229725646
41,US-Jo2,108,0.7001774761119768,0.44328907256009026,0.5462962962962964,0.3587168007826291,0.2842613590390064,-0.39512866507766287,-0.15388117981568059,0.4217342376781613,-21.97745358364983
42,US-KFS,72,1.0674488503805566,0.9236423465324899,1.6375000000000002,1.6129264366798766,0.6696096314704107,0.48259761283569125,0.5700511496194435,1.1521040424910003,53.40313490582845
43,US-KLS,72,1.2780896834092763,1.2185390851448228,1.8527777777777779,1.7541076317388768,0.439012625631185,0.329132986629868,0.5746880943685014,1.4267155123888124,44.964614129075315
44,US-Kon,72,1.8005385012935062,1.4111361067852692,1.6361111111111113,1.7813830325360125,0.8259309339151205,0.803683869533627,-0.16442739018239527,0.7837873144028864,-9.13212297678004
45,US-KS3,25,2.434265959701373,0.9166590495174199,1.98,0.5715476066494083,0.5696293077246647,-0.8093377475892043,-0.45426595970137285,0.7532651044910912,-18.66131175564319
46,US-Me2,108,1.1479621864087406,0.9328171988120355,1.8212962962962962,1.815563604258372,0.6948109674854297,0.45373363471946315,0.6733341098875558,1.3356532020258798,58.65472903719933
47,US-Me6,126,0.7607270706623668,0.692538089241419,0.8119047619047619,0.7822641132361514,0.25088107064591136,0.09878853890073125,0.051177691242395296,0.7396674275565289,6.7274707600236665
48,US-Mo1,144,1.7796115623567101,1.1119595457934457,1.9319444444444445,1.7589989515566269,0.6781782205290797,0.6340068232084184,0.15233288208773457,1.0604467067910055,8.559895052940803
49,US-Mo2,144,1.7327760908298824,1.3284446086828319,2.120833333333333,2.033044325825001,0.9339055498788125,0.7992725612492962,0.3880572425034509,0.907688831476657,22.3951175548364
50,US-Mo3,144,1.5787635901882497,1.0730235963405361,1.8861111111111113,1.9025787105414982,0.7542830889989328,0.6352776902987658,0.30734752092286133,1.1450134025922027,19.467608882860898
51,US-MOz,72,1.425639904393692,1.368916694188737,2.290277777777778,2.1849781461647457,0.8262233968644472,0.5876430023438177,0.8646378733840857,1.3933066443668969,60.649107163691944
52,US-Mpj,108,0.9166151312735518,0.47603731021376067,1.237962962962963,0.8991914948495844,0.16440086525456146,0.020129283258851993,0.32134783168941117,0.885965052177724,35.058098074698826
53,US-NC3,108,3.418973849103278,2.1183897673122334,2.4490740740740744,1.7317537634621984,0.7812667007804861,0.3494872048511176,-0.9698997750292037,1.3902537425028336,-28.368154242641754
54,US-NC4,144,3.430294078549165,2.058364235251898,2.051388888888889,1.4727827289145425,0.8484518425780333,-0.2612983370795443,-1.3789051896602762,1.6482928201852345,-40.19787103044766
55,US-NGB,72,0.31128669025224487,0.41412853170991143,0.0625,0.1569403762265812,0.2559307267645698,-6.84154294236688,-0.24878669025224484,0.4364137024987504,-79.92204551073017
56,US-NGC,72,0.786180550735436,0.5685405471342333,0.3541666666666667,0.6030293244919216,0.2866378397901194,-0.3998210528502597,-0.43201388406876934,0.7084963519105252,-54.95097578598708
57,US-ONA,108,2.487355721327561,0.8064661726371581,2.827777777777778,0.9276473440998884,0.7278651848946318,0.5916739977680221,0.34042205645021645,0.5900195947691406,13.686102616176068
58,US-Pnp,144,3.229157814555968,2.1162075216677763,2.324305555555556,1.760492879482953,0.26032661732777007,-0.48432410513265123,-0.9048522590004122,2.1373980838881437,-28.02130806124246
59,US-RGA,24,2.2606379911836734,1.161871262746115,2.4875000000000003,1.5065978084816594,0.6951234139522087,0.667550810092276,0.22686200881632657,0.8503902418061788,10.035309045546974
60,US-RGB,36,2.2179003462857145,1.443410473313477,2.9555555555555553,3.124689190892838,0.544469240429502,0.41100115538970106,0.7376552092698412,2.3645408335418057,33.25916831679032
61,US-RGo,19,2.123946791886105,1.243047141819711,3.710526315789474,2.5405368498370806,0.925688302354025,0.2904346563441641,1.5865795239033689,2.0829610477718203,74.69958898991327
62,US-Rls,144,1.1279347348468771,0.9237115526309586,0.7652777777777777,0.7476134003786963,0.5449766569545031,0.060693594312365984,-0.3626569570690992,0.722050365023559,-32.152299762125125
63,US-Rms,108,1.294750294855626,1.2775794123883448,0.8083333333333335,0.9953278706503985,0.8757054780056727,0.5136910604615301,-0.4864169615222923,0.6908794942587918,-37.56839936279229
64,US-Ro4,144,1.0427666768004502,1.016098027520541,1.271527777777778,1.674893303957772,0.9054026861055625,0.7676875390344197,0.22876110097732763,0.8044705900570172,21.93789905899579
65,US-Ro5,108,1.0876402814470505,1.099244257704014,1.4564814814814815,1.8918058992405968,0.7430542025102177,0.6257533831824273,0.36884120003443116,1.1519550368167506,33.91205772038036
66,US-Ro6,144,1.4522075088496276,1.30978063935383,1.3847222222222222,1.850054599248903,0.5458265902174066,0.5435360597035697,-0.06748528662740544,1.2455884018877306,-4.647082886994862
67,US-Rpf,144,0.7586652779685652,0.9019974284935829,0.8333333333333334,1.2965257502182603,0.8806988459819318,0.8184303507663921,0.07466805536476812,0.5505408469731699,9.842028827878154
68,US-Rwf,108,1.3396381563985573,1.3382126854087864,0.7435185185185185,0.8595013929678491,0.8765185020312055,0.0056751722727633735,-0.5961196378800385,0.853081920121195,-44.498556198386325
69,US-Rws,108,0.8018222992757946,0.6569122879222093,0.5157407407407407,0.45161434979582105,0.3693241936285304,-0.752885659125986,-0.2860815585350539,0.5951473963875142,-35.67892272308248
70,US-Seg,144,0.515249369395671,0.44052159576807676,0.42361111111111116,0.4369292258560288,0.39028368908836647,0.19891997263570893,-0.09163825828455988,0.3897048582725362,-17.785224733422023
71,US-Ses,144,0.4973942767432281,0.3811054051205259,0.3020833333333333,0.3100797889648334,0.38160521911183864,-0.39161410137864605,-0.19531094340989485,0.36451855743743833,-39.26682564357713
72,US-Sne,108,3.3080040041739847,2.005253696997878,2.3740740740740742,1.3513143736813529,0.8710632943627563,0.08575952896608019,-0.9339299300999104,1.2860759848175718,-28.23243046022596
73,US-Snf,74,2.1095945390450788,1.2068807402842041,2.102702702702703,1.1202950899141466,0.7612383631005933,0.7192575729641415,-0.006891836342375692,0.5895654539500933,-0.3266900920920721
74,US-SRG,144,1.236742943455164,0.9333086325711817,1.5666666666666669,0.9867655718083673,0.5688405660743446,0.4195550766611168,0.3299237232115029,0.7491715383865797,26.676822775295154
75,US-SRS,36,1.2127390235487945,0.8665893972169306,1.338888888888889,0.7724831122621121,0.5564903244781358,0.38780412099258077,0.12614986534009487,0.5959598010746946,10.402062017510335
76,US-Syv,144,1.3524921946632034,1.2253967956926834,1.3624999999999998,1.690486543940755,0.7812997765606599,0.7559728421792977,0.010007805336796646,0.8321805703788494,0.7399529088808371
77,US-Ton,144,1.050426038427879,0.8600719384963833,1.6291666666666669,1.0441897183137592,0.2946746856449682,-0.09353299628173484,0.5787406282387877,1.0881333754153302,55.09579990086311
78,US-Tw1,108,2.432531287821893,1.9342937225137464,2.4509259259259255,1.6433664655992413,0.8222753890933773,0.7491207545418429,0.01839463810403352,0.8193072521529432,0.756193278833598
79,US-Tw3,16,2.1397138939369205,1.2074906948705684,2.525,1.2922847983320085,0.8763662837633537,0.7815477714714733,0.38528610606307984,0.5848198614017609,18.006431007193257
80,US-Tw4,129,2.5520807899003324,1.9937463598380114,2.487596899224806,1.7300653777358554,0.9037015976119572,0.8615868261892152,-0.06448389067552589,0.6411525269907508,-2.526718234419382
81,US-Tw5,60,3.139745274311243,2.0002895618616443,2.6566666666666676,1.6575831565577503,0.8863133676774141,0.7295505448333216,-0.4830786076445763,0.8548083603799073,-15.385917182423274
82,US-UMB,144,1.1740071311705453,1.2703637212135295,1.3229166666666667,1.6173758747674336,0.9535685282592868,0.9085283535854904,0.14890953549612126,0.4874622418620454,12.683869760454591
83,US-UMd,144,1.0848860621996042,1.1608976842556957,1.3256944444444445,1.601517921921155,0.9270695300704189,0.8476722563336988,0.24080838224484027,0.6228852980111326,22.196651854536853
84,US-Var,144,0.850572381235859,0.8856635285414018,1.563888888888889,1.0074971489044053,0.18650922942742193,-0.5182652474843412,0.7133165076530301,1.2370989097344405,83.86311657763919
85,US-Vcm,144,1.2202601419622758,0.8122179041489398,0.836111111111111,0.9748308880494401,0.7007253280885178,0.5443350612468371,-0.38414903085116475,0.6557508478195906,-31.480912769421643
86,US-Vcp,144,1.3544071299740261,0.8728161689814701,1.9548611111111112,1.610274261533792,0.45653464282174905,0.29865517960392984,0.6004539811370853,1.3438550291829738,44.33334466783266
87,US-Whs,108,0.7565419341678005,0.4616115789617443,0.8731481481481482,0.5357511072084156,0.19863469863949923,-0.02217829745513611,0.11660621398034775,0.5391460358068689,15.413053621226576
88,US-Wkg,144,0.8498538176772541,0.6959788572065693,1.2187500000000002,0.9066166065811233,0.6302120094168426,0.46280604784958923,0.3688961823227459,0.6621799089913556,43.40701596551988
89,US-xAB,51,1.2951165990652844,0.8368422104943547,1.9470588235294117,1.771367036068637,0.8805031886538509,0.5252520069314868,0.6519422244641274,1.2084815972451721,50.33849654422229
90,US-xAE,107,1.4276789175630606,1.0728847241552106,1.210280373831776,0.9626941930479069,0.8138445321324744,0.7172845230001446,-0.21739854373128498,0.5094765368600288,-15.227411503867254
91,US-xBA,108,0.19489590933914855,0.3342054843582594,0.07407407407407407,0.17259447927102262,0.25307826188551946,-2.295878664487725,-0.12082183526507448,0.3118835856697562,-61.9930072800174
92,US-xBL,88,1.4728202857194128,1.0007867087723292,2.3193181818181823,1.9037082961701357,0.8225613609549706,0.47721861053486925,0.8464978960987689,1.368606984740796,57.474622281243846
93,US-xBN,108,0.6565491123160255,0.6922408302385645,0.9379629629629629,1.3942952926483747,0.733796730019464,0.5629799430365339,0.2814138506469374,0.9174564471220841,42.862574233666884
94,US-xBR,144,1.438228610093012,1.2135593048045936,1.5027777777777778,1.7458419911218355,0.9267182160782444,0.8537597192596817,0.06454916768476605,0.665311780891915,4.488102046627454
95,US-xCL,123,2.020911543699647,1.4560494002998756,2.5154471544715444,1.8332553022784355,0.9285053950967923,0.8264609482059421,0.494535610771898,0.7605870373349872,24.47091820093028
96,US-xCP,144,0.7678060347572047,0.659622751489728,0.4930555555555556,0.6424007395533649,0.5822000818403004,0.3284150161917144,-0.2747504792016491,0.5246181280475142,-35.78383950687892
97,US-xDC,144,1.1589207033505613,1.2325205162239912,0.8819444444444445,1.398483333206241,0.7788639526880005,0.7393625107627859,-0.27697625890611705,0.711479693468029,-23.899500466714386
98,US-xDJ,108,0.7519539378943227,0.6752077405988424,0.688888888888889,0.9399078631851419,0.7806212041599987,0.7488022011483653,-0.06306504900543392,0.46889241638465956,-8.386823424588126
99,US-xDL,144,2.5089376369525045,1.658776964853547,2.744444444444445,1.8495426680150093,0.8961972542247888,0.8773883813170655,0.23550680749193986,0.6453821364057111,9.386714281906167
100,US-xDS,111,1.8265842083485133,0.9351344191024941,2.6414414414414416,1.030398728513161,0.7008243449910135,0.06479155199612452,0.8148572330929285,0.9919604979387963,44.61098641762993
101,US-xGR,114,1.8181499204376135,1.380012861022301,2.3570175438596497,1.8890916156801003,0.896203284856896,0.7673877057714247,0.5388676234220358,0.9071020510612441,29.638239254347894
102,US-xHA,144,1.4420087034817566,1.2675021711416115,1.882638888888889,1.9722668035058912,0.924889843119447,0.7728349395646846,0.4406301854071326,0.9367489283084218,30.556693891182686
103,US-xHE,123,0.6603827316606516,0.6204269524747331,0.675609756097561,0.946550377398487,0.8511751185974439,0.7795555478248011,0.015227024436909282,0.44260944718826206,2.305787796512816
104,US-xJE,144,2.265687386233272,1.0806711597591336,2.623611111111112,1.4796988028002684,0.7618812272892634,0.6826477656047107,0.3579237248778397,0.8306744934914446,15.797577682280853
105,US-xJR,108,0.7048867887688313,0.5929717454409708,0.5277777777777778,0.49309879075645985,0.567047077602281,0.23476955202600913,-0.17710901099105333,0.4293486182592672,-25.12588032759066
106,US-xKA,144,1.501661467374496,1.0760446447054521,1.6868055555555557,1.637337362991708,0.6557395441232963,0.6195814813518592,0.18514408818105962,1.0063655695661875,12.329282744716455
107,US-xKZ,144,1.4468272238392703,1.3181065466252653,1.7256944444444444,1.8383919138910045,0.9345371407857969,0.8490031742178793,0.2788672206051742,0.7118832634408662,19.27439683262097
108,US-xMB,108,0.7152006957236033,0.3646527846654737,0.039814814814814824,0.08640246493413463,0.06600211279361437,-77.31576049941373,-0.6753858809087886,0.7610807339551915,-94.43305703519596
109,US-xML,103,1.2545436338551437,0.9123463636629419,1.9223300970873787,1.76845629142298,0.8940908505410834,0.5654926668807201,0.6677864632322353,1.1600437247892428,53.22943301542763
110,US-xNG,144,1.0438863023256104,1.1143389218860547,0.5249999999999999,0.8543185236550485,0.7419150191714127,0.1741762244594992,-0.5188863023256105,0.7736602553104035,-49.70716649596948
111,US-xNQ,144,0.5710251909324675,0.5021152507465955,0.09305555555555554,0.16113790201384504,0.20762100077238885,-15.730090517373917,-0.47796963537691206,0.6568007241571457,-83.70377401326228
112,US-xRM,144,1.4535523230065555,0.8492637494083902,1.1770833333333333,1.2333205363791464,0.6444778944953087,0.5808355615882576,-0.276468989673222,0.7957102472152201,-19.02022963310796
113,US-xSB,92,1.849146067522917,0.8001546708739787,2.4380434782608695,0.9879318381195064,0.7059302737474189,0.3457848419105376,0.5888974107379529,0.7947198586373145,31.84699257029648
114,US-xSC,56,1.867668531431434,1.2289623054077043,2.7125,2.2559869841661926,0.840150628801815,0.5590964215028219,0.8448314685685663,1.4845530882486586,45.23455068984128
115,US-xSE,133,1.9253453022942515,1.324846299486561,2.415037593984963,2.0245274884788027,0.761659259886063,0.6550408400290528,0.4896922916907111,1.1845916411396435,25.433998312260726
116,US-xSJ,101,0.859201474261012,0.5533487948778664,1.7782178217821785,1.015835022077506,0.2822774677987299,-0.5445524137745616,0.9190163475211663,1.2562145518293522,106.96168186997123
117,US-xSL,108,0.8932373384369408,0.7691092519547437,0.43425925925925923,0.7168417279968969,0.25209663812991695,-0.48752782956445007,-0.4589780791776815,0.8702335827422137,-51.38366472463396
118,US-xSR,144,0.8064166518021028,0.5520249072722143,0.8097222222222222,0.5422459695845525,0.4627538961618242,0.3486252205752921,0.0033055704201195857,0.4361125403311236,0.409908502352055
119,US-xST,144,1.2650117101686333,1.3540294686702445,1.4805555555555554,1.7836584458459104,0.9544931905382615,0.8923287277036469,0.21554384538692234,0.5832414617668003,17.038881431239012
120,US-xTA,144,2.072393112962276,1.134228300899134,2.6319444444444446,1.610787618569484,0.8749538206013099,0.6999648371763192,0.5595513314821687,0.8792474814222409,27.000250482513273
121,US-xTR,144,1.2134895158998467,1.2626943381934828,1.5166666666666666,1.8235828869164528,0.9494029280602433,0.8420746514131705,0.30317715076682006,0.7221679372776196,24.98391183396448
122,US-xUK,144,1.6857978551443413,1.485309377889403,2.2000000000000006,2.1431301857346403,0.9102356123033419,0.7841419817904367,0.5142021448556587,0.9922461414780426,30.50200492820248
123,US-xUN,144,1.1473340325812496,1.2195536478245301,1.3638888888888892,1.7319543555376646,0.9647656767117821,0.8716963327400207,0.2165548563076397,0.6182195716914999,18.874612811792815
124,US-xWD,108,0.8920712642460985,0.9753004466116519,0.6601851851851853,1.124987211957624,0.6932908565784234,0.6492302931416234,-0.2318860790609133,0.6631910196302454,-25.99412046490292
125,US-xYE,109,1.01360464225768,0.8998088476539254,0.42660550458715596,0.5560512569357158,0.710268187101276,-1.0157651496614246,-0.5869991376705241,0.7858387166579777,-57.91204116459604
126,AU-ASM,180,0.48155863859759257,0.7334851677516804,1.3355555555555556,0.671746013306774,0.10319288701072916,-2.1159988154594975,0.853996916957963,1.1824805406213224,177.34017178987685
127,AU-Boy,180,0.9948265286031911,0.3768909695006888,1.4705555555555558,0.7373285027168583,0.06364704524219993,-0.4219854769274416,0.47572902695236446,0.8767966180697017,47.820299647650394
128,AU-Cpr,180,0.5147106374971924,0.2550783697607305,0.29444444444444445,0.16501979641602665,0.007845240232983464,-3.9071095252628343,-0.2202661930527479,0.36453496070486724,-42.794179293399466
129,AU-Cum,180,1.9384241777840445,0.7085189969497809,2.0694444444444446,0.9495130902879546,0.34175028435701527,0.29648970895747073,0.13102026666039998,0.7941937165911671,6.759112281099326
130,AU-DaS,180,2.4321920893625233,1.1457359974855643,2.651111111111111,1.0668435607510958,0.06025091634152577,-0.6684860622909035,0.218919021748588,1.3742074376321738,9.000893585093708
131,AU-Dry,180,1.9826964809449596,1.1991641022340975,2.2638888888888893,1.119644990068936,0.01186304847774097,-0.9772070475201184,0.28119240794392913,1.569989250940657,14.182322440493358
132,AU-GWW,180,0.6402470097365491,0.3973046340786784,0.6727777777777777,0.3043135980922656,0.00819056039507121,-1.479706988151273,0.03253076804122864,0.47787224241125054,5.080971491708255
133,AU-Lit,180,2.9968493438614714,0.793618570197083,2.625555555555555,1.0576733304718,0.2412574627723583,0.050168493578182205,-0.37129378830591625,1.027933695052182,-12.38947126476169
134,AU-Lon,132,0.7940679535103794,0.757348725188934,2.7606060606060603,1.1021670240805705,0.0005302496233205189,-3.711653291296307,1.9665381070956809,2.383322198104895,247.65362944091862
135,AU-Rgf,180,0.7918110042491528,0.4984882516991989,0.8344444444444445,0.579859569034922,0.1836028315240981,-0.0077507129374350114,0.042633440195291736,0.5804831909618162,5.384294985356962
136,AU-Stp,180,0.8369941482870502,0.8304228108126896,0.7194444444444444,0.804185782908807,0.18654502826675246,-0.1958015898630765,-0.11754970384260563,0.8769527961840611,-14.044268300223711
137,AU-War,144,1.6605930195682128,0.8163967084919261,1.4923611111111112,1.0155490341262898,0.6566349376360985,0.628959700433956,-0.16823190845710154,0.6164505027316782,-10.130833170721456
138,AU-Whr,99,1.364668425007927,0.48372023132503944,1.5070707070707072,1.0130024603846788,0.4600605045548177,0.3997906144180655,0.14240228206277994,0.7808315120747983,10.434936388445623
139,AU-Wom,122,2.5747010776011434,1.1949114046645906,2.0500000000000003,1.5121682752134378,0.8096129518332207,0.6762092630327967,-0.5247010776011436,0.8569295170519228,-20.379106614194185
140,BE-Bra,216,1.1191126198972583,0.8963149719508176,1.3601851851851856,1.2483246309160099,0.9121650658744632,0.8185005030713945,0.24107256528792695,0.5305882240134031,21.54140351934008
141,BE-Lon,216,0.9209194829872602,0.8129713033002612,1.0601851851851851,1.0964585541167442,0.7963790278158066,0.7573858731753009,0.13926570219792486,0.5388186470427094,15.122462361875282
142,BE-Vie,216,1.144517927707277,0.9323792746689061,1.3027777777777776,1.314212706817161,0.916616373802216,0.8405720737871872,0.158259850070501,0.5235283624858437,13.827642734048784
143,CH-Aws,72,1.1266024667590353,1.05239687698381,1.0555555555555556,1.11492927696996,0.9054806963855697,0.9013042696632422,-0.07104691120347964,0.3478239065101177,-6.306298210749045
144,CH-Cha,216,1.851376970876768,1.177665060645636,1.5509259259259258,1.3711645276659432,0.9314691437919016,0.8719433474304806,-0.3004510449508417,0.48953415302608244,-16.228517999149314
145,CH-Dav,216,1.2834885370569367,0.6340641699050675,0.9203703703703704,0.9926951108563005,0.6574821805389324,0.4934311224398974,-0.3631181666865663,0.7048999656727034,-28.291500562926966
146,CH-Fru,216,1.6702352531287983,1.1361419217907385,1.3935185185185186,1.4377807930827973,0.8911288787607436,0.8302636890286672,-0.2767167346102796,0.5909794936533713,-16.567530477632715
147,CH-Lae,216,1.7351272828841557,1.2914871092661937,1.6148148148148151,1.5953312590217934,0.9091156877630283,0.8826847837034195,-0.12031246806934098,0.5451555051503852,-6.933927513914467
148,CH-Oe2,216,1.410140139217481,1.1922007272445865,1.4824074074074076,1.3205938554005243,0.8026131036443882,0.7995570698096988,0.07226726818992651,0.5898709357378171,5.124828815243092
149,CZ-BK1,216,1.338438537660293,1.0297345933827733,1.377777777777778,1.368912882772368,0.9044038460561047,0.864063251771006,0.039339240117485096,0.5035430468949664,2.9391891379826456
150,CZ-Lnz,216,1.5696833303454132,1.3934544219952962,2.128703703703704,2.109250982493313,0.9574205581701613,0.785829762966208,0.5590203733582905,0.9738681735459295,35.613576480759114
151,CZ-RAJ,216,1.019956433320239,0.7216427649722603,1.3675925925925925,1.352126917374646,0.7551191389344701,0.5763059558734984,0.3476361592723535,0.8780838560320915,34.08343218550052
152,CZ-Stn,216,1.260692067039623,1.2109027058074135,1.5694444444444444,1.6203621951313396,0.9470938724333529,0.8595940237872304,0.3087523774048215,0.6057553425352062,24.490705183053834
153,CZ-wet,216,1.2621459430151971,1.09106884993973,1.4472222222222224,1.4854618471118008,0.9629543111098382,0.8864466503074668,0.1850762792070254,0.49940608664446684,14.663619546634074
